gender resp	age	Head_Household	adults_num	gender1	age1	hh1	educ1	contrib1	gender2	age2	hh2	educ2	contrib2	gender3	age3	hh3	educ3	contrib3	gender4	age4	hh4	educ4	contrib4	gender5	age5	hh5	educ5	contrib5	gender6	age6	hh6	educ6	contrib6	gender7	age7	hh7	educ7	contrib7	gender8	age8	hh8	educ8	contrib8	gender9	age9	hh9	educ9	contrib9	gender10	age10	hh10	educ10	contrib10	children_num	children1_num	totalhhcompo	cfw_participation	leave	cfw_worker_num	cfw_age1	cfw_gend1	cfw_age2	cfw_gend2	cfw_age3	cfw_gend3	cfw_age4	cfw_gend4	cfw_age5	cfw_gend5	cashspend_num	spend_age1	spend_gend1	spend_influencer1	spend_age2	spend_gend2	spend_influencer2	spend_age3	spend_gend3	spend_influencer3	spend_age4	spend_gend4	spend_influencer4	spend_age5	spend_gend5	spend_influencer5	slctmonth1	daysworked1	currency1	amount1	slctmonth2	daysworked2	currency2	amount2	slctmonth3	daysworked3	currency3	amount3	slctmonth4	daysworked4	currency4	amount4	slctmonth5	daysworked5	currency5	amount5	slctmonth6	daysworked6	currency6	amount6	slctmonth7	daysworked7	currency7	amount7	why_selected	why	fairselection	level_effort	gender_supervisor	selected	selected_explain	trainings	salary_corect	salary_explain	salary_decided	salarydecision_explain	changes	youth	use1	use2	use3	usage1	usage2	usage3	usage4	usage5	usage6	usage7	usage8	usage9	usage10	usage11	usage12	usage13	usage14	usage15	usage16	usage17	usage18	usage19	usage20	usage21	usage22	usage23	usage24	usage25	usage26	project_lasted	effect_lasted	increased_exp Sorghum	increased_exp Wheat flour	increased_exp Maize	increased_exp Sugar	increased_exp Veg Oil	increased_exp Milk	increased_exp Rice	increased_exp Meat	increased_exp Fish	increased_exp Tea leaves	increased_exp Salt	increased_exp Cow pea	increased_exp Pasta	increased_exp Fruits	increased_exp Soap	increased_exp Water	increased_exp Health	increased_exp Clothes	increased_exp School - Madrassa	increased_exp School - Formal	increased_exp Kerozene	increased_exp Firewood	increased_exp Qhat	increased_exp Tools	increased_exp Books	increased_exp Education	increased_exp Not form above	diffcult_months January	diffcult_months February	diffcult_months March	diffcult_months April	diffcult_months May	diffcult_months June	diffcult_months July	diffcult_months August	diffcult_months September	diffcult_months October	diffcult_months November	diffcult_months December	reasonJan	reasonFeb	reasonMar	reasonApril	reasonMay	reasonJune	reasonJuly	reasonAug	reasonSep	reasonOct	reasonNov	reasonDec	investment	Livelihood category	skills	income_generation	ablegenerate_income	amt	more_work	More_work_no_explain	learning1	learning2	learning3	protection_learning1	protection_learning2	protection_learning3	region_clean	District_clean	Village_clean	male%	age_mean	age_median	educ_mean	educ_highest	educ_median	contrib%	contrib_tot	femalecontrib%	age HHH	gender HHH	cfw_worker_HH%	cfw_worker_women%	cfw_worker_age_mean	cfw_worker_age_median	cashspend_HH_member_%	cashspend_Women%	cashspend_age_ponderated	Total_CFW_earned_USD	Total_CFW_earned_per_familymember
Male	45	Yes	2	Male	45	Yes	Some primary school	Yes	Female	38	0	Some primary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	Yes	No	1	45	Male	0	0	0	0	0	0	0	0	2	45	Male	50	38	Female	50	0	0	0	0	0	0	0	0	0	May	20	YER	120000.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	April	0	0	0.0	June	0	0	0.0	July	0	0	0.0	Yes	They needed apartments, and I was hard	Yes	No	Male	Yes	Because I was hard	I can no longer train something, we are hard and satisfied	Yes	0	Yes	اجر الشاقي محدود قليل بالرغم الشاقي يشتغل اكثر من المعلم	It guarantees a month of work every day, and this helps and guarantees the expenses of the ignorant	I do not know	Meat	Fruits	Qhat	0	20.0	0.0	6.6	6.6	0.0	8.3	25.0	0	2.5	0.8	13.3	0.0	25.0	6.6	13.3	16.6	0.0	0	0	16.6	0	25.0	0.0	0	16.6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	0	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	The months are all struggle and difficult, times of receiving work and times of not receiving work, we live for God, but the month I was in was complete and work was continuing. One day I worked in the restoration of old houses with the fund.	1000	hard	Building and Plastering	Chaqi building and plastering	No	0.0	Yes	0	Preserving the architectural character and the origins of Yemen	old wood shaping	Old building method	I can protect the ancient buildings that came from the yajour, but the stone cannot protect it because I do not know how to work as a stone	How do you preserve the heritage?	Make Yemen's position high	Sana'a	Alsabeyn	Bayt bus	50.0	41.5	41.5	Some primary school	Some primary school	Some primary school	50.0	1	0.0	45	Male	50.0	0.0	45.0	45.0	100.0	50	41.5	480.0	96.0
Male	32	Yes	8	Male	32	Yes	Some secondary school	Yes	Female	21	0	Some secondary school	No	Female	39	0	No formal education	No	Male	60	0	Some primary school	No	Male	31	0	Some secondary school	Yes	Female	30	0	Some secondary school	No	Male	28	0	Some secondary school	No	Female	18	0	Some secondary school	No	0	0	0	0	0	0	0	0	0	0	0	1	9	Yes	No	1	32	Male	0	0	0	0	0	0	0	0	1	39	Female	100	0	0	0	0	0	0	0	0	0	0	0	0	March	25	YER	144000.0	May	25	YER	150000.0	January	0	0	0.0	February	0	0	0.0	July	0	0	0.0	April	0	0	0.0	June	0	0	0.0	Yes	Because I am a full-fledged worker, mobile, and have the right to work and work hard	Yes	No	Male	Yes	Full worker, mobile, right to work and hard work	Become a construction teacher and smoothie	No	كان مشي حالك في هاضيك الايام كان العامل ب 8000 الف ونحن نستلم من 6000 الف	Yes	شاقي	Alhamdulillah one walks a day	One was not accepted because of his age, because they need workers less than 30 years old. Of course, the role of work will take place in another place, and God will not forget anyone	Wheat flour	Meat	Cow pea	0	80.0	0.0	20.0	20.0	0.0	26.6	66.6	0	3.3	0.0	50.0	6.6	33.3	10.0	40.0	50.0	0.0	0	0	33.3	0	50.0	0.0	0	0.0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	My wife was tired, ulcers 45 thousand	0	0	0	0	0	2500	daily payment	How did they build the old houses, how did they mix the milk with the water, how many layers of milk, and the DY that starts with a certain size and ends with a certain size	Electrician and building stone and clay	No	0.0	Yes	0	Preserving the heritage of our country. When a daughter grows up, he tells him to look, my son. These houses have been restored by our own hands at the expense of the organization and the Fund.	ancient yemen civilization	The ancient Azal civilization	preserve civilization	Protecting old houses by restoring and rebuilding them	ancient yemeni origin	Sana'a	Alsabeyn	Bayt bus	50.0	32.375	30.5	Completed primary school	Some secondary school	Some secondary school	25.0	2	0.0	32	Male	12.5	0.0	32.0	32.0	12.5	100	39.0	1176.0	130.66666666666666
Male	36	Yes	7	Male	36	No	University	Yes	Female	35	No	Completed secondary school	No	Male	30	No	Completed secondary school	Yes	Female	22	Yes	Completed secondary school	No	Male	20	0	Completed secondary school	No	Male	64	0	Some primary school	No	Female	40	0	Some primary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	10	Yes	Yes	1	36	Male	0	0	0	0	0	0	0	0	2	64	Male	50	40	Female	50	0	0	0	0	0	0	0	0	0	August	15	YER	180000.0	September	19	YER	228000.0	October	19	YER	228000.0	November	19	YER	228000.0	December	19	YER	228000.0	January	19	YER	228000.0	February	0	0	0.0	Yes	The reason for my work experience	Yes	Yes	Male	Yes	Because of my work experience	In safety and security. In quality control. Departments under risk.	Yes	0	Yes	تم تحديد راتبي حسب الكفائة	The delay in expenses was hindering and delaying the improvement of our lives. The sums that they charged us daily were few and not enough to live, so we were forced to pay the debt, and when we got the final amount for each month, we used to calculate the debts we owed.	I do not know	Qhat	Meat	Health	0	240.0	0.0	80.0	80.0	0.0	80.0	300.0	0	15.0	0.0	150.0	0.0	120.0	30.0	170.0	250.0	0.0	200	0	150.0	0	300.0	0.0	40	0.0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Because of the Eid clothes	0	0	0	0	0	0	0	0	2500	daily payment	Studying old buildings and evaluating damaged houses, especially such as old historical and archaeological houses, and how they were renovated and rebuilt.	Head of the Licensing Department at the Commission for the Preservation of Historic Houses in Sana&#39;a	Yes	56.0	Yes	0	I got to know the old Sana'a and the identity of Yemen	The method of using the old building for each floor is different from the floor above	We belong to the civilization of Shem, the son of Noah	We do not leave the house abandoned by the residents, because if the house is abandoned by the people, the house is destroyed because there are no residents in it for its maintenance. Therefore, the abandoned houses must be revived.	The nappy on the building and its maintenance	I followed up on the damages first, because negligence increases the deterioration of the house	Sana'a	Alsabeyn	Bayt bus	57.14285714285714	35.285714285714285	35.0	Some secondary school	University	Completed secondary school	28.57142857142857	2	0.0	36	Male	14.285714285714285	0.0	36.0	36.0	28.57142857142857	50	52.0	5280.0	528.0
Male	24	Yes	5	Male	24	No	Completed secondary school	Yes	Female	45	No	Completed primary school	No	Male	47	Yes	Completed primary school	Yes	Female	22	0	Completed secondary school	No	Male	26	0	Completed secondary school	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	Yes	Yes	1	24	Male	0	0	0	0	0	0	0	0	2	45	Female	50	47	Male	50	0	0	0	0	0	0	0	0	0	November	27	YER	81000.0	December	26	YER	156000.0	August	25	YER	150000.0	September	0	0	0.0	October	0	0	0.0	January	0	0	0.0	February	0	0	0.0	Yes	They need hard	Yes	Yes	Male	Yes	They needed me	be a building teacher	Yes	0	Yes	مثل كل الشقات	When the work continues, there is a change in terms of income, and if the work is interrupted, there is no change	One they took it back because they were satisfied, but I don&#39;t know this one	Qhat	Meat	Cow pea	0	60.0	0.0	20.0	25.0	0.0	30.0	75.0	0	5.0	0.0	75.0	0.0	0.0	10.0	40.0	50.0	0.0	0	0	40.0	0	150.0	0.0	0	65.0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Sister's wedding 2021	0	0	0	0	0	0	0	0	0	0	0	1200	Daily wage work	- I learned how to build the Zabur with the companions of Saada. - I learned how to mix the bowls, how to mix the soil and make water for it in the basin in several spots, and how to soak the soil with water, and I learned roughing	Shaqi stone and mud in Al-Amair	Yes	32.0	Yes	0	An ancient civilization the right of our fathers and grandfathers	I didn't use anything else	Didn't get anything else	Restoration with construction and restoration materials	The wood should be custom wood and the materials that make it custom	Protect homes and wood from exposure to water	Sana'a	Alsabeyn	Bayt bus	60.0	32.8	26.0	Some secondary school	Completed secondary school	Completed secondary school	60.0	3	0.0	24	Male	20.0	0.0	24.0	24.0	40.0	50	46.0	1548.0	221.14285714285714
Male	36	Yes	2	Male	36	Yes	Some primary school	Yes	Female	28	0	Completed primary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	Yes	Yes	1	36	Male	0	0	0	0	0	0	0	0	1	36	Male	100	0	0	0	0	0	0	0	0	0	0	0	0	November	19	YER	114000.0	December	24	YER	144000.0	January	24	YER	144000.0	February	24	YER	144000.0	March	24	YER	144000.0	April	4	YER	24000.0	May	0	0	0.0	Yes	Reason for construction experience	Yes	No	Male	Yes	Reason for construction experience	Nothing is enough hard	Yes	0	Yes	مثل اجر الشاقي	Praise be to God, the situation is not good, otherwise in this situation, this misery is not enough for you	I do not know	Meat	Qhat	Wheat flour	0	120.0	33.3	40.0	40.0	0.0	46.6	200.0	0	10.0	0.0	113.3	13.3	53.3	20.0	80.0	86.6	0.0	0	0	53.3	0	200.0	0.0	0	80.0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	All months are difficult, but one keeps pace with time from here and here	0	0	0	0	0	0	0	0	0	0	0	1445	daily payment	Repairing homes, such as the damaged stones in Sas Al-Bait. Restoration of damaged roofs, changing roofs, lining the houses with water, building a plant, changing stone and building	Wall grafting, restoration, building, stone and clay	Yes	32.0	Yes	0	I have full needs, but I don't have anything specific in my head now	I have full needs, but I don't have anything specific in my head now	I have full needs, but I don't have anything specific in my head now	Home repairs and renovations	Repairing damaged roofs and changing roofs	Describe the houses and construction of the metal	Sana'a	Alsabeyn	Bayt bus	50.0	32.0	32.0	Some primary school	Completed primary school	Some primary school	50.0	1	0.0	36	Male	50.0	0.0	36.0	36.0	50.0	0	36.0	2856.0	571.2
Female	30	Yes	1	Female	30	Yes	University	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	Yes	No	1	30	Female	0	0	0	0	0	0	0	0	1	30	Female	100	0	0	0	0	0	0	0	0	0	0	0	0	September	25	USD	200.0	February	0	0	0.0	January	0	0	0.0	March	0	0	0.0	April	0	0	0.0	May	0	0	0.0	June	0	0	0.0	Yes	The authority’s employees have experience in surveying and data entry	Yes	No	Male	Yes	The answer is yes	In entering data	No	قليل بالنسبه للعمل 	No	0	My financial conditions improved somewhat, and this month I gained experience	I do not know anyone	School - Madrassa	Clothes	Rice	0	0.0	0.0	5.0	6.0	10.0	15.0	20.0	0	0.0	0.0	0.0	0.0	10.0	5.0	0.0	20.0	34.0	50	0	10.0	0	0.0	0.0	0	0.0	1	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	The end of the year and the beginning of the year there are no works	0	0	0	In Ramadan and Eid	0	0	0	0	0	0	The end of the year and the beginning of the year there are no works	1000	An employee in the Antiquities Protection Authority	laziness	Government Employee	No	0.0	Yes	0	Old Sana'a is a very old historical city	70 percent of it is endowed	Some construction sites have buried archaeological sites under them	Preserving Yemen's heritage	Discover buried sites	None	Amanah Aleasimuh	Alamanih	Sanea' alqadimuh	0.0	30.0	30.0	University	University	University	100.0	1	100.0	30	Female	100.0	100.0	30.0	30.0	100.0	100	30.0	200.0	100.0
Female	45	Yes	4	Male	70	No	No formal education	No	Female	45	Yes	Some primary school	Yes	Female	22	0	Completed secondary school	No	Female	19	0	Completed secondary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Yes	No	1	45	Female	0	0	0	0	0	0	0	0	1	45	Female	100	0	0	0	0	0	0	0	0	0	0	0	0	April	10	USD	33.0	May	15	USD	50.0	June	15	USD	58.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	July	0	0	0.0	Yes	Because there is no salary, everyone was selected for this program	Yes	Yes	Male	Yes	Because there are no salaries, everyone was chosen to participate in this program	I do not know	No	المبلغ قليل جدا ولا يكفي	No	0	The financial situation improved somewhat during the period of work	I do not know anyone	Wheat flour	Rice	Kerozene	28	0.0	0.0	5.0	0.0	0.0	16.0	10.0	0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	15.0	0.0	0	0	8.0	0	0.0	0.0	0	0.0	3	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	The beginning of a year and there is no work	The beginning of a year and there is no work	0	0	0	0	0	0	0	0	0	0	800	Cleaner in the body	None	Sewing prayer clothes	No	0.0	Yes	0	None	None	None	Preserving Yemen's heritage	None	None	Amanah Aleasimuh	Amanah aleasimuh	Sanea' alqadimuh	25.0	39.0	33.5	Completed primary school	Completed secondary school	Some secondary school	25.0	1	100.0	45	Female	25.0	100.0	45.0	45.0	25.0	100	45.0	141.0	35.25
Female	30	No	4	Male	41	Yes	Completed secondary school	Yes	Female	58	0	No formal education	No	Female	30	0	University	No	Female	26	0	Completed secondary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Yes	No	1	30	Female	0	0	0	0	0	0	0	0	2	58	Female	50	30	Female	50	0	0	0	0	0	0	0	0	0	April	25	USD	120.0	December	25	USD	60.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	May	0	0	0.0	June	0	0	0.0	No	0	Yes	Yes	Male	No	0	engineering software	Yes	0	No	0	The situation has improved somewhat	I don't know anyone because everyone worked	Meat	Fruits	Cow pea	0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0	0.0	0.0	20.0	0.0	30.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	In Ramadan and holidays.	0	0	In Ramadan and holidays	0	0	0	0	1200	Factor	Experience in photography and building measurements, dealing with engineers and people	employee in the body	No	0.0	Yes	0	Discovering new archaeological sites	None	None	Preserving and restoring old Sana'a because it is a teacher and civilization	None	None	Amanah Aleasimuh	Amanah aleasimuh	Sanea' alqadimuh	25.0	38.75	35.5	Some secondary school	University	Completed secondary school	25.0	1	0.0	41	Male	25.0	100.0	30.0	30.0	50.0	100	44.0	180.0	45.0
Female	38	No	3	Male	40	Yes	Completed secondary school	Yes	Female	38	0	Completed primary school	Yes	Female	20	0	Completed secondary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	Yes	No	1	38	Female	0	0	0	0	0	0	0	0	2	40	Male	50	38	Female	50	0	0	0	0	0	0	0	0	0	September	25	USD	200.0	October	10	USD	100.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	April	0	0	0.0	May	0	0	0.0	No	0	No	No	Male	No	0	Teaching sewing	Yes	0	No	0	I was able to enroll my daughter in university	I do not know anyone	Education	Not form above	Books	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	10	200.0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	The beginning of schools and universities	0	0	0	2000	An employee in the body, I work as a tailor	How to photograph accurately	sewing	No	0.0	Yes	0	Knowing the ancient heritage	I met a tomb in a historical Muammar	Get to know the old fashioned	The need to preserve the ancient heritage	None	None	Amanah Aleasimuh	Sanea' alqadima	Sanea' alqadimuh	33.33333333333333	32.666666666666664	38.0	Some secondary school	Completed secondary school	Completed secondary school	66.66666666666666	2	50.0	40	Male	33.33333333333333	100.0	38.0	38.0	66.66666666666666	50	39.0	300.0	60.0
Female	33	Yes	2	Female	33	Yes	University	Yes	Male	33	0	University	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	Yes	Yes	1	33	Female	0	0	0	0	0	0	0	0	2	33	Female	50	33	Male	50	0	0	0	0	0	0	0	0	0	September	20	USD	200.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	April	0	0	0.0	May	0	0	0.0	June	0	0	0.0	Yes	Submission is subject to conditions previously worked with them	No	No	Male	Yes	Architectural engineering students	Home renovation supervision	No	المبلغ قليل جدا 	No	0	There is no change	I do not know anyone	Clothes	Rice	Not form above	0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0	0	0.0	0	0.0	0.0	0	0.0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Ramadan	0	0	0	0	0	0	0	840	employee in the body	How are the old houses of Sanaa being restored?	special activities	No	0.0	Yes	0	How are the designs of the old buildings of Sanaa?	How to build and the type of materials used	How is the historical kabani?	Preserving our heritage	None	None	Amanah Aleasimuh	Sanea' alqadima	Sanea' alqadimuh	50.0	33.0	33.0	University	University	University	100.0	2	50.0	33	Female	50.0	100.0	33.0	33.0	100.0	50	33.0	200.0	66.66666666666667
Female	24	No	5	Male	56	No	University	Yes	Female	53	No	University	Yes	Male	27	No	University	No	Female	24	No	University	Yes	Male	20	No	Completed secondary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Yes	Yes	1	24	Female	0	0	0	0	0	0	0	0	3	56	Female	30	53	Female	20	24	Female	50	0	0	0	0	0	0	November	25	USD	150.0	December	25	USD	150.0	January	10	USD	50.0	February	0	0	0.0	March	0	0	0.0	April	0	0	0.0	May	0	0	0.0	Yes	The application was submitted and was subject to the conditions of the job training	Yes	Yes	Male	Yes	Complies with the terms and conditions of the program	Architectural Engineering	No	لم يتم توقيع عقود ولم نعرف كم المفترض يكون المبلغ 	No	0	Self prove	I do not know	Clothes	Rice	Sugar	0	0.0	0.0	15.0	10.0	20.0	18.0	50.0	0	5.0	1.0	10.0	10.0	20.0	0.0	0.0	0.0	50.0	0	0	0.0	0	0.0	0.0	0	0.0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	in Ramadan	0	0	0	0	0	0	0	1500	A worker/employee in the authority	Quantity Calculation	There is no	No	0.0	Yes	0	Get to know the old fashioned	Get to know the ancient architecture	None	It is a heritage and it is necessary to preserve it	None	None	Amanah Aleasimuh	Sanea' alqadima	Sanea' alqadimuh	60.0	36.0	27.0	University	University	University	60.0	3	66.66666666666666	56	Male	20.0	100.0	24.0	24.0	60.0	100	39.4	350.0	70.0
Female	29	No	8	Male	58	No	No formal education	No	Male	35	No	Completed primary school	Yes	Male	32	Yes	Completed secondary school	Yes	Male	22	0	Completed secondary school	Yes	Female	49	0	Completed primary school	No	Female	29	0	University	Yes	Female	28	0	No formal education	No	Female	27	0	Some secondary school	No	0	0	0	0	0	0	0	0	0	0	4	2	14	Yes	No	1	29	Female	0	0	0	0	0	0	0	0	2	32	Male	70	29	Female	30	0	0	0	0	0	0	0	0	0	September	6	YER	30000.0	June	0	0	0.0	July	0	0	0.0	November	0	0	0.0	March	0	0	0.0	October	0	0	0.0	August	0	0	0.0	Yes	She was nominated by the Social Fund for Development	Yes	Yes	Male	Yes	Nominated by the Social Fund for Development	Nothing	Yes	0	No	0	I was able to help you buy some food for the family and pay off part of the debt	I do not know	Wheat flour	Sugar	Rice	0	25.0	0.0	15.0	0.0	0.0	10.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Because the head of the family cannot get a job	0	0	0	0	0	0	0	0	1600	0	How do we protect ourselves from the corona virus and what are the things that a person infected with corona virus uses	There is no	No	0.0	Yes	0	None	None	None	How to preserve the old houses and archaeological sites	Knowing the locations of archaeological sites	Nothing	Alhadiduh	Zubid	Aljamie	50.0	35.0	30.5	Completed primary school	University	Some secondary school	50.0	4	25.0	32	Male	12.5	100.0	29.0	29.0	25.0	30	31.1	120.0	8.571428571428571
Female	32	No	2	Male	36	Yes	University	Yes	Female	32	0	University	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	Yes	No	1	32	Female	0	0	0	0	0	0	0	0	1	32	Female	100	0	0	0	0	0	0	0	0	0	0	0	0	September	6	YER	30000.0	October	0	0	0.0	November	0	0	0.0	December	0	0	0.0	March	0	0	0.0	April	0	0	0.0	June	0	0	0.0	Yes	Nominated by the Social Fund for Development	Yes	Yes	Male	Yes	he do not know	Computer courses	Yes	0	No	0	I got new information about the corona virus and was able to provide community service	I do not know	Clothes	Tools	Not form above	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0	0	0.0	0	0.0	30.0	0	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Because of the low income of the family	0	0	650	no	Things that a person infected with Corona virus should eat	There is no	No	0.0	Yes	0	Nothing	Nothing	Nothing	The locations of archaeological sites in Yemen	The locations of archaeological sites in Yemen	Nothing	Alhadiduh	Zubid	Aljamie	50.0	34.0	34.0	University	University	University	50.0	1	0.0	36	Male	50.0	100.0	32.0	32.0	50.0	100	32.0	120.0	40.0
